,country,variety,price,points
970,US,Cabernet Sauvignon,19.0,85
971,France,Champagne Blend,15.0,85
972,US,Viognier,23.0,85
973,US,Syrah,35.0,85
974,US,Red Blend,30.0,85
975,Italy,Pinot Noir,12.0,85
976,US,White Blend,17.0,85
977,US,Viognier,16.0,85
978,US,White Blend,15.0,85
979,France,Sauvignon Blanc,10.0,85
981,France,Sauvignon Blanc,10.0,85
982,Italy,Cabernet Sauvignon,16.0,85
983,US,Gewürztraminer,25.0,85
985,Argentina,Cabernet Sauvignon,20.0,88
987,Australia,Viognier,25.0,88
988,US,Pinot Gris,20.0,88
989,Spain,Tempranillo Blend,53.0,88
990,US,Sauvignon Blanc,12.0,88
992,France,Red Blend,14.0,88
994,France,Sauvignon Blanc,22.0,88
995,Italy,White Blend,26.0,88
996,Italy,Syrah,14.0,88
997,Australia,Shiraz,18.0,88
998,US,Pinot Gris,18.0,88
999,US,Riesling,17.0,88
1000,US,Cabernet Sauvignon,24.0,88
1002,US,Pinot Noir,60.0,88
1003,France,Bordeaux-style Red Blend,26.0,88
1004,France,Bordeaux-style White Blend,25.0,88
1005,France,Sauvignon Blanc,16.0,88
1006,US,Pinot Noir,40.0,88
1007,France,Sauvignon Blanc,21.0,88
1008,Australia,Shiraz,14.0,88
1009,Chile,Cabernet Sauvignon,18.0,88
1010,US,Pinot Noir,75.0,88
1011,US,Pinot Gris,16.0,88
1014,US,Rhône-style Red Blend,42.0,88
1015,US,Red Blend,48.0,88
1018,France,Gewürztraminer,20.0,88
1019,US,Bordeaux-style Red Blend,125.0,88
1020,US,Pinot Gris,14.0,88
1021,Argentina,Malbec,20.0,88
1023,Israel,White Blend,25.0,88
1024,France,Pinot Gris,28.0,88
1025,US,Sauvignon Blanc,42.0,88
1026,US,Pinot Gris,13.0,88
1027,US,Grenache,34.0,88
1029,Spain,White Blend,18.0,88
1030,US,Chardonnay,60.0,88
1031,Spain,Tempranillo,28.0,88
1032,New Zealand,Pinot Gris,16.0,88
1033,US,Chardonnay,22.0,88
1037,US,Syrah,28.0,88
1040,Argentina,Malbec,15.0,87
1041,New Zealand,Bordeaux-style Red Blend,70.0,87
1042,Spain,Red Blend,15.0,85
1043,Austria,Grüner Veltliner,20.0,85
1044,Italy,Pinot Grigio,17.0,85
1045,US,Pinot Noir,24.0,85
1046,Italy,White Blend,28.0,85
1047,US,Merlot,16.0,85
1048,France,Cabernet Sauvignon,12.0,85
1049,France,Chardonnay,12.0,85
1050,US,Merlot,10.0,85
1051,Spain,White Blend,25.0,85
1052,US,Pinot Grigio,12.0,85
1053,Spain,Tempranillo Blend,30.0,85
1056,Austria,Grüner Veltliner,10.0,85
1057,Chile,Red Blend,11.0,85
1058,US,Syrah,16.0,85
1060,France,Bordeaux-style White Blend,11.0,85
1061,France,Red Blend,25.0,85
1066,US,Zinfandel,38.0,94
1067,US,Pinot Noir,34.0,94
1068,US,Pinot Noir,100.0,94
1069,US,Pinot Noir,95.0,94
1070,US,Pinot Noir,62.0,94
1071,Italy,Nebbiolo,57.0,94
1072,Portugal,Portuguese Red,150.0,94
1074,Australia,Shiraz,100.0,94
1075,US,Chardonnay,52.0,94
1076,France,Pinot Noir,112.0,94
1077,Italy,Nebbiolo,180.0,94
1078,US,Chardonnay,35.0,94
1079,US,Chardonnay,85.0,94
1080,US,Riesling,32.0,94
1081,US,Riesling,32.0,94
1082,US,Syrah,120.0,94
1083,US,Malbec,85.0,94
1084,France,Cabernet Franc,120.0,94
1085,US,Zinfandel,38.0,94
1086,US,Riesling,32.0,94
1087,US,Pinot Noir,58.0,94
1088,US,Syrah,85.0,94
1089,US,Cabernet Franc,80.0,94
1091,US,Pinot Noir,75.0,94
1092,US,Pinot Noir,50.0,94
1093,France,Pinot Noir,60.0,94
1094,US,Pinot Noir,60.0,94
1095,US,Cabernet Sauvignon,28.0,90
1096,Chile,Red Blend,25.0,90
1097,US,Viognier,15.0,90
1098,US,Chardonnay,19.0,90
1100,Chile,Red Blend,35.0,90
1102,US,Chardonnay,45.0,90
1103,US,Sauvignon Blanc,13.0,90
1104,France,Syrah,15.0,90
1105,Italy,Nebbiolo,22.0,90
1106,US,Cabernet Franc,35.0,90
1107,US,Zinfandel,20.0,90
1108,US,Rhône-style Red Blend,38.0,90
1109,Italy,Red Blend,70.0,90
1110,Spain,Tempranillo,60.0,90
1111,Spain,Sparkling Blend,25.0,90
1112,France,Rhône-style Red Blend,17.0,90
1113,US,Sauvignon Blanc,15.0,90
1114,Italy,Sangiovese,38.0,90
1115,Spain,Tempranillo,27.0,90
1116,US,Merlot,10.0,90
1117,US,Zinfandel,56.0,90
1118,Italy,Red Blend,18.0,90
1119,France,White Blend,32.0,90
1120,France,Sparkling Blend,24.0,90
1122,US,Riesling,16.0,84
1123,US,Pinot Gris,40.0,84
1124,US,Red Blend,20.0,84
1125,US,Pinot Noir,38.0,84
1126,France,Bordeaux-style Red Blend,20.0,84
1127,France,Bordeaux-style Red Blend,18.0,84
1129,Chile,Malbec,13.0,84
1130,US,Cabernet Sauvignon,65.0,84
1131,New Zealand,Sauvignon Blanc,16.0,84
1132,France,Bordeaux-style Red Blend,14.0,84
1133,France,Bordeaux-style Red Blend,20.0,84
1134,France,Bordeaux-style Red Blend,15.0,84
1135,Chile,Sauvignon Blanc,11.0,84
1136,US,Red Blend,27.0,84
1139,US,Cabernet Sauvignon,100.0,84
1140,US,Chardonnay,25.0,84
1141,Chile,Chardonnay,18.0,84
1142,US,Chardonnay,13.0,84
1143,US,Zinfandel,28.0,84
1145,France,Bordeaux-style Red Blend,12.0,83
1147,US,Merlot,17.0,83
1149,France,Bordeaux-style Red Blend,30.0,83
1150,Chile,Carmenère,11.0,83
1151,US,White Blend,45.0,83
1152,US,Red Blend,24.0,87
1154,Australia,Shiraz,19.0,87
1156,Austria,Grüner Veltliner,23.0,87
1157,US,Petite Sirah,60.0,87
1160,Greece,White Blend,13.0,87
1165,US,Cabernet Sauvignon,23.0,86
1166,US,Merlot,18.0,86
1168,US,Bordeaux-style Red Blend,26.0,86
1170,Argentina,Chardonnay,17.0,86
1171,Germany,Riesling,20.0,86
1172,US,Pinot Noir,48.0,86
1173,US,Pinot Noir,40.0,86
1174,Argentina,Merlot,12.0,86
1175,Austria,Grüner Veltliner,12.0,86
1177,Portugal,Rosé,14.0,88
1178,Argentina,Cabernet Sauvignon,19.0,88
1179,France,Sparkling Blend,10.0,88
1180,US,Pinot Gris,26.0,88
1181,Italy,Nebbiolo,50.0,88
1182,Australia,Sauvignon Blanc,13.0,88
1183,Italy,Nebbiolo,49.0,88
1184,Italy,Nebbiolo,50.0,88
1185,Portugal,Portuguese Red,19.0,88
1186,France,Chardonnay,14.0,88
1188,France,Chardonnay,28.0,88
1189,France,Chardonnay,70.0,88
1190,US,Chardonnay,13.0,88
1191,France,Chardonnay,40.0,88
1193,Argentina,Malbec,16.0,88
1194,Argentina,Malbec,40.0,87
1195,Argentina,Bordeaux-style Red Blend,20.0,87
1196,US,Chardonnay,35.0,87
1197,Italy,Nebbiolo,90.0,87
1199,Australia,Pinot Grigio,13.0,87
1200,Germany,Riesling,10.0,87
1201,France,Chardonnay,32.0,87
1202,US,Tempranillo,26.0,87
1203,US,Zinfandel,14.0,87
1204,Portugal,Portuguese Red,10.0,87
1205,Italy,Nebbiolo,75.0,87
1206,US,Chardonnay,35.0,87
1207,Italy,Nebbiolo,80.0,93
1208,Portugal,Portuguese Red,55.0,93
1209,US,Sparkling Blend,24.0,93
1210,US,Cabernet Sauvignon,52.0,93
1211,US,Bordeaux-style Red Blend,115.0,93
1212,US,Pinot Noir,60.0,93
1213,US,Pinot Noir,40.0,93
1214,US,Sauvignon Blanc,55.0,93
1215,Portugal,Portuguese Red,28.0,93
1216,US,Syrah,60.0,93
1217,Italy,Barbera,33.0,93
1219,US,Syrah,75.0,93
1220,France,Bordeaux-style Red Blend,40.0,93
1221,US,Pinot Noir,58.0,93
1222,US,Syrah,55.0,93
1223,US,Sparkling Blend,65.0,93
1224,Portugal,Portuguese Red,75.0,93
1226,US,Chardonnay,49.0,93
1227,US,Pinot Noir,32.0,93
1228,US,Pinot Noir,55.0,93
1229,Portugal,Portuguese Red,32.0,93
1230,US,Pinot Noir,65.0,93
1231,US,Red Blend,40.0,93
1232,US,Tempranillo,50.0,92
1233,US,Pinot Noir,42.0,92
1234,US,Pinot Noir,60.0,92
1235,US,Red Blend,48.0,92
1236,US,Chardonnay,36.0,92
1237,Italy,Sangiovese,16.0,88
1238,France,Bordeaux-style Red Blend,9.0,88
1239,Italy,Sangiovese,35.0,88
1240,France,Bordeaux-style Red Blend,40.0,88
1241,US,Chardonnay,13.0,88
1242,South Africa,Chardonnay,17.0,88
1244,US,Bordeaux-style Red Blend,50.0,88
1245,South Africa,Sauvignon Blanc,35.0,88
1246,US,Cabernet Sauvignon,40.0,88
1247,South Africa,Sauvignon Blanc,13.0,88
1248,US,Red Blend,50.0,88
1249,US,Red Blend,20.0,88
1251,Germany,Riesling,22.0,88
1253,US,Chardonnay,7.0,88
1254,US,Chardonnay,10.0,88
1255,South Africa,Merlot,15.0,88
1256,US,Cabernet Sauvignon,40.0,88
1257,Spain,Tempranillo,21.0,88
1258,Italy,Sangiovese Grosso,90.0,88
1259,Spain,Tempranillo,7.0,85
1260,Italy,White Blend,22.0,85
1262,US,Viognier,20.0,85
1263,US,Riesling,13.0,85
1264,US,Pinot Noir,35.0,85
1266,US,Riesling,16.0,85
1267,US,Cabernet Franc,20.0,85
1270,US,Cabernet Sauvignon,34.0,85
1271,US,Petite Sirah,26.0,85
1273,US,Chardonnay,15.0,84
1274,Italy,Chardonnay,28.0,84
1275,US,Merlot,10.0,84
1276,US,Cabernet Sauvignon,70.0,84
1277,US,Sauvignon Blanc,24.0,84
1280,Spain,Tempranillo,8.0,84
1281,Spain,Tempranillo,27.0,84
1282,US,Riesling,10.0,84
1285,New Zealand,Pinot Noir,17.0,84
1287,US,Cabernet Sauvignon,35.0,89
1288,Italy,Red Blend,19.0,89
1289,Germany,Riesling,13.0,89
1293,US,Cabernet Sauvignon,75.0,89
1294,Spain,Red Blend,30.0,89
1295,US,Chardonnay,25.0,89
1298,US,Syrah,36.0,89
1300,US,Chardonnay,35.0,89
1301,France,Sauvignon Blanc,20.0,89
1302,France,Sauvignon Blanc,21.0,89
1303,Germany,Riesling,28.0,89
1304,Germany,Riesling,20.0,89
1306,Spain,Cabernet Sauvignon,20.0,89
1307,US,Pinot Noir,40.0,89
1308,Portugal,Portuguese White,13.0,89
1309,US,Zinfandel,45.0,89
1310,US,Bordeaux-style Red Blend,40.0,89
1311,US,Chardonnay,32.0,89
1313,US,Cabernet Sauvignon,34.0,89
1317,US,Petite Sirah,42.0,90
1318,US,Cabernet Sauvignon,98.0,90
1319,New Zealand,Sauvignon Blanc,25.0,90
1320,Austria,White Blend,18.0,90
1321,Spain,Sparkling Blend,25.0,90
1322,Austria,Grüner Veltliner,15.0,90
1323,Spain,Sparkling Blend,36.0,90
1324,US,Syrah,35.0,90
1325,US,Syrah,56.0,90
1327,New Zealand,Chardonnay,25.0,90
1328,US,Pinot Noir,38.0,90
1329,France,Red Blend,28.0,90
1331,France,Bordeaux-style Red Blend,13.0,90
1333,US,Syrah,38.0,90
1334,US,Sauvignon Blanc,22.0,90
1335,US,Rosé,18.0,90
1338,France,Rosé,21.0,90
1339,France,Rosé,23.0,90
1340,France,Rosé,30.0,90
1341,Austria,Grüner Veltliner,20.0,90
1342,US,Cabernet Sauvignon,39.0,90
1343,US,Rhône-style Red Blend,38.0,90
1345,US,Viognier,22.0,90
1348,US,Riesling,10.0,86
1353,France,Rosé,14.0,86
1354,US,Red Blend,30.0,86
1355,US,Red Blend,35.0,86
1356,France,Bordeaux-style Red Blend,75.0,86
1358,Spain,Tempranillo Blend,10.0,86
1359,US,Pinot Noir,17.0,86
1360,US,Petite Sirah,23.0,86
1365,France,Rosé,15.0,87
1366,Chile,Cabernet Sauvignon,9.0,87
1367,France,Rosé,40.0,87
1368,US,Chardonnay,20.0,87
1370,US,Rosé,13.0,86
1371,US,Syrah,28.0,86
1373,US,Zinfandel,20.0,86
1375,France,Rosé,15.0,86
1376,US,Syrah,18.0,86
1377,Portugal,Portuguese White,11.0,86
1378,US,Cabernet Sauvignon,18.0,86
1380,US,Rosé,12.0,86
1381,US,Viognier,18.0,86
1384,Italy,Pinot Grigio,25.0,88
1385,Germany,Riesling,14.0,88
1386,US,Malbec,36.0,88
1388,US,Pinot Noir,42.0,88
1392,US,Pinot Noir,48.0,88
1394,Argentina,Malbec,19.0,88
1396,US,Cabernet Franc,50.0,88
1398,Germany,Riesling,16.0,88
1400,Portugal,Portuguese Red,11.0,88
1401,US,Cabernet Franc,25.0,88
1402,Italy,Pinot Grigio,23.0,88
1404,Italy,Pinot Grigio,28.0,88
1405,US,White Blend,22.0,88
1406,US,Chardonnay,15.0,88
1409,US,Cabernet Sauvignon,70.0,88
1410,Germany,Riesling,9.0,88
1413,US,Pinot Noir,16.0,88
1415,France,Gewürztraminer,31.0,93
1416,France,Pinot Gris,30.0,93
1417,US,Zinfandel,38.0,93
1418,US,Cabernet Sauvignon,45.0,93
1419,US,Bordeaux-style Red Blend,50.0,93
1420,US,Viognier,24.0,93
1423,US,Cabernet Sauvignon,86.0,93
1424,US,Cabernet Sauvignon,55.0,92
1426,France,Pinot Gris,28.0,92
1427,France,Pinot Gris,45.0,92
1428,US,Cabernet Sauvignon,85.0,92
1429,US,Red Blend,50.0,92
1430,US,Bordeaux-style Red Blend,120.0,92
1431,US,Viognier,30.0,92
1432,France,Red Blend,25.0,92
1433,France,Rhône-style Red Blend,40.0,92
1434,South Africa,Bordeaux-style Red Blend,50.0,92
1436,US,Cabernet Sauvignon,40.0,92
1438,Austria,Grüner Veltliner,46.0,92
1439,US,Merlot,39.0,92
1440,US,Cabernet Sauvignon,85.0,92
1443,US,Rhône-style Red Blend,75.0,94
1444,US,Cabernet Sauvignon,120.0,94
1445,France,Red Blend,25.0,94
1446,France,Chardonnay,80.0,94
1447,Portugal,Portuguese Red,85.0,94
1448,US,White Blend,28.0,94
1449,France,Rhône-style Red Blend,180.0,94
1450,France,Pinot Noir,85.0,94
1451,France,Pinot Noir,135.0,94
1452,Italy,Sangiovese,125.0,94
1453,France,Pinot Noir,90.0,94
1454,Italy,Red Blend,154.0,94
1455,US,Rhône-style Red Blend,70.0,94
1456,US,Cabernet Sauvignon,150.0,94
1457,Germany,Riesling,56.0,94
1458,France,Malbec,49.0,94
1459,US,Cabernet Sauvignon,72.0,94
1461,US,Sauvignon Blanc,35.0,93
1462,Italy,Sangiovese,70.0,93
1463,France,Pinot Noir,132.0,93
1464,US,Syrah,38.0,93
1465,Portugal,Portuguese Red,20.0,93
1466,US,Cabernet Sauvignon,175.0,93
1467,US,Pinot Noir,36.0,93
1468,US,Cabernet Sauvignon,60.0,93
1469,US,Cabernet Sauvignon,110.0,93
1470,US,Pinot Noir,100.0,93
1471,Italy,Sangiovese,85.0,93
1472,US,Cabernet Sauvignon,80.0,93
1473,Chile,Cabernet Sauvignon,12.0,86
1474,Italy,Red Blend,18.0,86
1475,Italy,Pinot Grigio,15.0,86
1476,US,Cabernet Sauvignon,20.0,86
1477,Chile,Cabernet Sauvignon,14.0,86
1479,Chile,Syrah,9.0,85
1480,Chile,Chardonnay,12.0,85
1481,US,Riesling,9.0,85
1482,Argentina,Cabernet Sauvignon,10.0,85
1483,France,Sauvignon Blanc,19.0,85
1484,New Zealand,Sauvignon Blanc,11.0,85
1485,US,Merlot,75.0,85
1487,US,Pinot Noir,22.0,85
1489,Italy,Sangiovese,12.0,85
1490,New Zealand,Pinot Noir,23.0,85
1491,Italy,Pinot Grigio,15.0,85
1492,New Zealand,Pinot Noir,16.0,85
1493,Argentina,Chardonnay,12.0,85
1495,US,Bordeaux-style Red Blend,65.0,85
1496,Argentina,Chardonnay,10.0,85
1497,Argentina,Pinot Grigio,8.0,85
1498,Italy,Pinot Grigio,16.0,85
1499,Chile,Cabernet Sauvignon,12.0,85
1501,US,Pinot Noir,32.0,92
1502,US,Pinot Noir,71.0,92
1503,Italy,Cabernet Sauvignon,65.0,92
1504,US,Pinot Noir,60.0,92
1507,France,Malbec,35.0,92
1509,Chile,Red Blend,92.0,92
1510,US,Merlot,42.0,92
1511,Italy,Red Blend,65.0,92
1512,France,Gamay,35.0,92
1513,Italy,Chardonnay,43.0,92
1514,US,Pinot Noir,54.0,92
1515,US,Cabernet Sauvignon,75.0,92
1516,France,Bordeaux-style Red Blend,16.0,92
1518,France,Malbec,26.0,92
1519,Chile,Cabernet Sauvignon,38.0,92
1521,Chile,Red Blend,29.0,92
1523,US,Pinot Noir,48.0,92
1524,Chile,Red Blend,40.0,92
1525,US,Cabernet Sauvignon,100.0,92
1526,Italy,Rosé,21.0,86
1527,Portugal,Portuguese White,14.0,86
1528,Portugal,Rosé,13.0,86
1529,US,Chardonnay,15.0,86
1530,Spain,Chardonnay,15.0,86
1531,Spain,Red Blend,9.0,86
1532,Spain,Tempranillo,17.0,85
1533,US,Rosé,20.0,85
1535,France,Bordeaux-style White Blend,20.0,85
1536,France,Bordeaux-style White Blend,12.0,85
1538,France,Rosé,15.0,85
1539,US,Syrah,11.0,85
1540,Spain,Red Blend,10.0,85
1541,Portugal,Rosé,9.0,85
1542,Portugal,Portuguese White,10.0,85
1546,Chile,Chardonnay,15.0,85
1547,Portugal,Portuguese Red,7.0,85
1548,Chile,Carmenère,8.0,85
1549,Chile,Sauvignon Blanc,10.0,85
1551,Portugal,Portuguese White,12.0,85
1552,Portugal,Portuguese Red,8.0,85
1554,US,Chardonnay,28.0,85
1555,Portugal,Portuguese White,9.0,85
1556,US,Cabernet Sauvignon,125.0,99
1557,US,Pinot Noir,94.0,99
1558,France,Bordeaux-style Red Blend,1900.0,98
1559,France,Bordeaux-style Red Blend,380.0,98
1560,US,Bordeaux-style Red Blend,50.0,98
1561,Italy,Red Blend,102.0,98
1562,France,Bordeaux-style Red Blend,170.0,97
1563,Italy,Red Blend,220.0,97
1564,Italy,Red Blend,215.0,97
1565,US,Cabernet Sauvignon,150.0,97
1566,France,Bordeaux-style Red Blend,1100.0,97
1567,US,Pinot Noir,82.0,97
1568,France,Bordeaux-style Red Blend,280.0,96
1569,France,Bordeaux-style Red Blend,200.0,96
1570,Italy,Red Blend,75.0,96
1571,France,Bordeaux-style Red Blend,1200.0,96
1573,France,Bordeaux-style Red Blend,195.0,96
1574,US,Cabernet Sauvignon,125.0,96
1575,France,Bordeaux-style Red Blend,1300.0,96
1576,France,Bordeaux-style Red Blend,400.0,96
1577,US,Pinot Noir,78.0,96
1578,France,Bordeaux-style Red Blend,75.0,96
1579,US,Pinot Noir,56.0,95
1580,France,Bordeaux-style Red Blend,89.0,95
1581,France,Bordeaux-style Red Blend,163.0,95
1582,France,Bordeaux-style Red Blend,110.0,95
1583,US,Syrah,60.0,95
1584,US,Chardonnay,75.0,95
1585,US,Chardonnay,28.0,88
1586,US,Syrah,34.0,88
1587,US,Chardonnay,35.0,88
1589,France,Bordeaux-style Red Blend,45.0,88
1590,France,Bordeaux-style Red Blend,20.0,88
1591,US,Riesling,21.0,88
1593,France,Sauvignon Blanc,30.0,88
1595,France,Bordeaux-style Red Blend,45.0,88
1596,France,Bordeaux-style Red Blend,22.0,88
1598,US,Red Blend,18.0,88
1599,France,Bordeaux-style Red Blend,58.0,88
1600,US,Pinot Noir,10.0,88
1601,US,Chardonnay,55.0,88
1602,US,Riesling,16.0,88
1604,US,Cabernet Franc,25.0,88
1605,New Zealand,Sauvignon Blanc,18.0,87
1606,US,Riesling,20.0,87
1607,US,Chardonnay,12.0,87
1608,US,Chardonnay,30.0,87
1611,France,Bordeaux-style Red Blend,19.0,87
1613,France,Bordeaux-style Red Blend,15.0,87
1614,France,Sauvignon Blanc,26.0,87
1615,France,White Blend,10.0,85
1616,France,Chardonnay,10.0,85
1617,Portugal,Rosé,12.0,85
1619,Portugal,Portuguese White,8.0,85
1620,Portugal,Portuguese White,6.0,85
1621,Argentina,Rosé,13.0,85
1623,France,Sauvignon Blanc,13.0,85
1624,France,Pinot Noir,12.0,85
1625,US,White Blend,16.0,85
1626,Argentina,Malbec,12.0,85
1627,US,Chardonnay,17.0,85
1628,France,Sauvignon Blanc,22.0,85
1629,Portugal,Portuguese Red,7.0,85
1630,Portugal,Portuguese Red,8.0,85
1632,France,Merlot,12.0,85
1633,Portugal,Portuguese Red,15.0,85
1634,Argentina,Rosé,10.0,85
1635,US,Pinot Noir,12.0,85
1636,Australia,Chardonnay,8.0,85
1637,US,Chardonnay,20.0,85
1638,France,Pinot Noir,20.0,85
1639,Portugal,Portuguese Red,10.0,85
1640,Portugal,Portuguese Red,12.0,85
1641,US,Red Blend,15.0,85
1642,Italy,Nebbiolo,40.0,85
1643,US,Chardonnay,11.0,85
1644,US,Cabernet Sauvignon,10.0,85
1645,Spain,Red Blend,27.0,85
1646,Argentina,Viognier,13.0,85
1647,US,Red Blend,25.0,85
1648,Argentina,Malbec,10.0,85
1650,Portugal,Rosé,9.0,85
1651,Argentina,Merlot,20.0,85
1652,US,Pinot Gris,18.0,85
1653,Portugal,Portuguese Red,10.0,85
1654,Portugal,Portuguese Red,10.0,85
1655,Portugal,Portuguese Red,11.0,85
1656,France,Bordeaux-style Red Blend,13.0,85
1657,France,Bordeaux-style Red Blend,20.0,85
1658,France,Bordeaux-style White Blend,13.0,85
1661,US,Cabernet Sauvignon,28.0,85
1663,Portugal,Portuguese White,13.0,85
1664,US,Chardonnay,10.0,85
1665,Argentina,White Blend,12.0,85
1667,US,Cabernet Sauvignon,12.0,85
1669,France,Bordeaux-style Red Blend,20.0,85
1670,France,Bordeaux-style Red Blend,28.0,85
1671,US,Merlot,25.0,85
1672,US,Syrah,65.0,90
1675,France,Syrah,126.0,90
1677,US,Pinot Noir,50.0,90
1678,US,Chardonnay,30.0,90
1679,US,Cabernet Franc,28.0,90
1680,Argentina,Malbec,25.0,90
1683,US,Pinot Gris,16.0,90
1684,Austria,Grüner Veltliner,16.0,90
1686,US,Sauvignon Blanc,18.0,90
1688,US,Cabernet Sauvignon,115.0,90
1689,US,Grenache,35.0,90
1690,US,White Blend,20.0,90
1693,Austria,Grüner Veltliner,44.0,90
1694,US,Cabernet Sauvignon,12.0,90
1695,Argentina,Malbec,15.0,90
1696,Italy,Merlot,50.0,86
1697,Israel,Chardonnay,16.0,86
1698,Italy,Syrah,85.0,86
1699,Italy,Red Blend,16.0,86
1703,US,Chardonnay,10.0,86
1704,Israel,Cabernet Sauvignon,35.0,86
1705,Italy,Sangiovese,15.0,86
1706,Australia,Chardonnay,14.0,86
1707,Australia,Chardonnay,23.0,86
1709,Italy,Red Blend,65.0,86
1710,US,Viognier,25.0,86
1713,Italy,Sangiovese Grosso,29.0,85
1714,Portugal,Portuguese Red,20.0,85
1715,Israel,Shiraz,23.0,85
1716,US,Chardonnay,19.0,85
1719,US,Pinot Grigio,10.0,85
1721,Spain,White Blend,8.0,85
1722,Spain,White Blend,10.0,85
1723,Australia,Shiraz,30.0,85
1724,US,Pinot Noir,22.0,85
1725,US,Chardonnay,18.0,85
1726,Spain,Tempranillo,47.0,92
1728,US,Pinot Noir,48.0,92
1729,US,Chardonnay,30.0,92
1730,US,Chardonnay,35.0,92
1731,US,Rhône-style Red Blend,20.0,92
1732,Italy,Sangiovese,90.0,92
1733,France,Bordeaux-style Red Blend,135.0,92
1734,US,Syrah,40.0,92
1735,US,Syrah,40.0,92
1736,Italy,Sangiovese,50.0,92
1737,US,Chardonnay,22.0,92
1738,Italy,Sangiovese,80.0,92
1739,US,Syrah,29.0,92
1740,Italy,Red Blend,75.0,92
1741,US,Pinot Noir,56.0,92
1742,US,Zinfandel,45.0,92
1743,Italy,Sangiovese,45.0,92
1747,France,Bordeaux-style Red Blend,49.0,92
1749,US,Chardonnay,30.0,92
1750,France,Bordeaux-style Red Blend,13.0,84
1751,Spain,Sparkling Blend,12.0,84
1752,US,Riesling,10.0,84
1753,Spain,Tempranillo Blend,25.0,84
1754,France,Bordeaux-style Red Blend,20.0,84
1755,Spain,Sparkling Blend,13.0,84
1756,US,Rhône-style Red Blend,29.0,84
1757,France,Sauvignon Blanc,15.0,84
1758,France,Pinot Noir,19.0,84
1759,Spain,Red Blend,10.0,84
1760,France,Bordeaux-style Red Blend,12.0,84
1761,US,Riesling,25.0,84
1762,US,Malbec,37.0,84
1763,US,Riesling,20.0,84
1765,France,Sauvignon Blanc,12.0,84
1766,US,Rosé,18.0,84
1767,France,Bordeaux-style Red Blend,25.0,84
1768,France,Bordeaux-style Red Blend,25.0,84
1769,Chile,Syrah,15.0,84
1771,US,Red Blend,9.0,84
1772,France,Rosé,13.0,84
1773,Chile,Carmenère,13.0,84
1776,France,Bordeaux-style Red Blend,17.0,84
1777,France,Merlot,23.0,84
1779,France,Bordeaux-style Red Blend,15.0,84
1780,US,Rhône-style Red Blend,33.0,91
1781,Italy,Sangiovese,55.0,91
1782,Spain,Red Blend,33.0,91
1783,France,Bordeaux-style Red Blend,35.0,91
1785,France,Bordeaux-style Red Blend,26.0,91
1786,US,Riesling,20.0,91
1787,US,Pinot Noir,45.0,91
1788,US,Pinot Noir,50.0,91
1789,US,Chardonnay,40.0,91
1790,Argentina,Malbec,24.0,91
1791,US,Pinot Noir,60.0,91
1792,US,Syrah,29.0,91
1794,US,Chardonnay,30.0,91
1795,US,Pinot Noir,40.0,91
1798,Italy,Nebbiolo,50.0,91
1800,France,Bordeaux-style Red Blend,29.0,91
1801,Portugal,Portuguese Red,10.0,85
1802,Portugal,Gewürztraminer,20.0,85
1803,France,Chardonnay,19.0,85
1805,US,Chardonnay,28.0,85
1807,France,Champagne Blend,50.0,85
1808,US,Chardonnay,15.0,85
1809,Spain,Red Blend,11.0,85
1811,US,Pinot Noir,14.0,85
1812,Portugal,Portuguese White,11.0,85
1813,Portugal,Sauvignon Blanc,20.0,85
1814,Spain,White Blend,9.0,85
1815,Argentina,Malbec,12.0,85
1816,Spain,Sparkling Blend,15.0,85
1817,US,Pinot Noir,25.0,85
1820,France,Gamay,15.0,85
1821,Portugal,Portuguese White,13.0,85
1823,France,Gamay,20.0,85
1824,France,Gamay,22.0,85
1825,US,Cabernet Sauvignon,18.0,84
1826,France,Gamay,12.0,84
1827,Spain,Red Blend,23.0,84
1828,Spain,Red Blend,16.0,84
1829,US,Chardonnay,46.0,84
1830,US,Pinot Noir,15.0,84
1831,US,Cabernet Sauvignon,50.0,84
1832,US,Red Blend,10.0,84
1834,US,Sauvignon Blanc,23.0,84
1835,Spain,Tempranillo Blend,25.0,84
1836,US,Riesling,19.0,84
1837,France,Pinot Gris,23.0,84
1838,US,Cabernet Sauvignon,47.0,84
1839,US,Cabernet Sauvignon,60.0,84
1840,US,Cabernet Sauvignon,42.0,84
1841,US,Red Blend,13.0,84
1842,US,Sauvignon Blanc,16.0,83
1843,Spain,White Blend,25.0,83
1849,US,Zinfandel,38.0,83
1850,US,Chardonnay,25.0,83
1851,Argentina,Red Blend,13.0,83
1852,France,Gewürztraminer,21.0,83
1853,US,Syrah,25.0,83
1855,Argentina,Malbec,25.0,83
1856,US,Cabernet Sauvignon,55.0,83
1859,Italy,Red Blend,30.0,83
1860,France,Bordeaux-style Red Blend,180.0,94
1861,France,Bordeaux-style Red Blend,74.0,94
1863,US,Cabernet Sauvignon,300.0,94
1864,Italy,Red Blend,130.0,94
1865,Italy,Red Blend,120.0,93
1866,US,Cabernet Sauvignon,30.0,93
1868,US,Red Blend,85.0,93
1869,Italy,Merlot,75.0,93
1871,France,Bordeaux-style Red Blend,45.0,93
1872,France,Bordeaux-style Red Blend,90.0,93
1873,US,Rhône-style Red Blend,36.0,93
